rxn_cpd	concerns@reaction	consumes@compound	produces@compound	stoichiometry	compartment
RXN-8155_CPD-12575__1_c	RXN-8155	CPD-12575		1	c
RXN-8155__CPD-7727_1_c	RXN-8155		CPD-7727	1	c
RXN-8155__UDP_1_c	RXN-8155		UDP	1	c
RXN-10915_NAD__1_c	RXN-10915	NAD		1	c
RXN-10915__NADH_1_c	RXN-10915		NADH	1	c
RXN-10915__CPD-11876_1_c	RXN-10915		CPD-11876	1	c
RXN-10915__PROTON_1_c	RXN-10915		PROTON	1	c
RXN-10915_CPD-11497__1_c	RXN-10915	CPD-11497		1	c
RXN1G-508_PROTON__1_c	RXN1G-508	PROTON		1	c
RXN1G-508__R-3-hydroxylignoceroyl-ACPs_1_c	RXN1G-508		R-3-hydroxylignoceroyl-ACPs	1	c
RXN1G-508_NADPH__1_c	RXN1G-508	NADPH		1	c
RXN1G-508_3-oxo-lignoceroyl-ACPs__1_c	RXN1G-508	3-oxo-lignoceroyl-ACPs		1	c
RXN1G-508__NADP_1_c	RXN1G-508		NADP	1	c
DTMPKI-RXN__ADP_1_c	DTMPKI-RXN		ADP	1	c
DTMPKI-RXN__TDP_1_c	DTMPKI-RXN		TDP	1	c
DTMPKI-RXN_TMP__1_c	DTMPKI-RXN	TMP		1	c
DTMPKI-RXN_ATP__1_c	DTMPKI-RXN	ATP		1	c
RXN-11881__CPD-12853_1_c	RXN-11881		CPD-12853	1	c
RXN-11881__FORMATE_1_c	RXN-11881		FORMATE	1	c
RXN-11881__NADP_3_c	RXN-11881		NADP	3	c
RXN-11881_CPD-12852__1_c	RXN-11881	CPD-12852		1	c
RXN-11881_OXYGEN-MOLECULE__3_c	RXN-11881	OXYGEN-MOLECULE		3	c
RXN-11881_NADPH__3_c	RXN-11881	NADPH		3	c
RXN-11881_PROTON__2_c	RXN-11881	PROTON		2	c
RXN-11881__WATER_4_c	RXN-11881		WATER	4	c
MALONYL-COA-DECARBOXYLASE-RXN_MALONYL-COA__1_c	MALONYL-COA-DECARBOXYLASE-RXN	MALONYL-COA		1	c
MALONYL-COA-DECARBOXYLASE-RXN__ACETYL-COA_1_c	MALONYL-COA-DECARBOXYLASE-RXN		ACETYL-COA	1	c
MALONYL-COA-DECARBOXYLASE-RXN_PROTON__1_c	MALONYL-COA-DECARBOXYLASE-RXN	PROTON		1	c
MALONYL-COA-DECARBOXYLASE-RXN__CARBON-DIOXIDE_1_c	MALONYL-COA-DECARBOXYLASE-RXN		CARBON-DIOXIDE	1	c
RXN-13754_S-ADENOSYLMETHIONINE__2_c	RXN-13754	S-ADENOSYLMETHIONINE		2	c
RXN-13754__CPD-14262_1_c	RXN-13754		CPD-14262	1	c
RXN-13754__PROTON_2_c	RXN-13754		PROTON	2	c
RXN-13754__ADENOSYL-HOMO-CYS_2_c	RXN-13754		ADENOSYL-HOMO-CYS	2	c
RXN-13754_CPD-10662__1_c	RXN-13754	CPD-10662		1	c
RXN-16551__CO-A_1_c	RXN-16551		CO-A	1	c
RXN-16551_Z-11-TETRADECENOYL-COA__1_c	RXN-16551	Z-11-TETRADECENOYL-COA		1	c
RXN-16551_PROTON__2_c	RXN-16551	PROTON		2	c
RXN-16551__CPD-17807_1_c	RXN-16551		CPD-17807	1	c
RXN-16551__NADP_2_c	RXN-16551		NADP	2	c
RXN-16551_NADPH__2_c	RXN-16551	NADPH		2	c
RXN-12567__WATER_1_c	RXN-12567		WATER	1	c
RXN-12567_OH-HEXANOYL-COA__1_c	RXN-12567	OH-HEXANOYL-COA		1	c
RXN-12567__CPD0-2121_1_c	RXN-12567		CPD0-2121	1	c
RXN-12570_NADH__1_c	RXN-12570	NADH		1	c
RXN-12570__OH-HEXANOYL-COA_1_c	RXN-12570		OH-HEXANOYL-COA	1	c
RXN-12570__NAD_1_c	RXN-12570		NAD	1	c
RXN-12570_K-HEXANOYL-COA__1_c	RXN-12570	K-HEXANOYL-COA		1	c
RXN-12570_PROTON__1_c	RXN-12570	PROTON		1	c
RXN-13452_CPD-12575__1_c	RXN-13452	CPD-12575		1	c
RXN-13452_CPD-14427__1_c	RXN-13452	CPD-14427		1	c
RXN-13452__UDP_1_c	RXN-13452		UDP	1	c
RXN-13452__PROTON_1_c	RXN-13452		PROTON	1	c
RXN-13452__CPD-14434_1_c	RXN-13452		CPD-14434	1	c
2.7.11.14-RXN_Rhodopsins__1_c	2.7.11.14-RXN	Rhodopsins		1	c
2.7.11.14-RXN__PHOSPHORHODOPSIN_1_c	2.7.11.14-RXN		PHOSPHORHODOPSIN	1	c
2.7.11.14-RXN__ADP_1_c	2.7.11.14-RXN		ADP	1	c
2.7.11.14-RXN_ATP__1_c	2.7.11.14-RXN	ATP		1	c
RXN-4144_NADPH__1_c	RXN-4144	NADPH		1	c
RXN-4144_PROTON__1_c	RXN-4144	PROTON		1	c
RXN-4144__CPD-4081_1_c	RXN-4144		CPD-4081	1	c
RXN-4144_ALPHA-METHYL-5-ALPHA-ERGOSTA__1_c	RXN-4144	ALPHA-METHYL-5-ALPHA-ERGOSTA		1	c
RXN-4144__NADP_1_c	RXN-4144		NADP	1	c
RXN-16129_PROTON__1_c	RXN-16129	PROTON		1	c
RXN-16129__CPD-17382_1_c	RXN-16129		CPD-17382	1	c
RXN-16129__NADP_1_c	RXN-16129		NADP	1	c
RXN-16129_CPD-17332__1_c	RXN-16129	CPD-17332		1	c
RXN-16129_NADPH__1_c	RXN-16129	NADPH		1	c
KDPGALDOL-RXN__GAP_1_c	KDPGALDOL-RXN		GAP	1	c
KDPGALDOL-RXN_2-KETO-3-DEOXY-6-P-GLUCONATE__1_c	KDPGALDOL-RXN	2-KETO-3-DEOXY-6-P-GLUCONATE		1	c
KDPGALDOL-RXN__PYRUVATE_1_c	KDPGALDOL-RXN		PYRUVATE	1	c
RXN-14822_CPD-15723__1_c	RXN-14822	CPD-15723		1	c
RXN-14822__PYRUVATE_1_c	RXN-14822		PYRUVATE	1	c
RXN-14822__SUC_1_c	RXN-14822		SUC	1	c
RXN-14822__CARBON-DIOXIDE_1_c	RXN-14822		CARBON-DIOXIDE	1	c
RXN-14822__CPD-10615_1_c	RXN-14822		CPD-10615	1	c
RXN-14822_2-KETOGLUTARATE__1_c	RXN-14822	2-KETOGLUTARATE		1	c
RXN-14822_OXYGEN-MOLECULE__1_c	RXN-14822	OXYGEN-MOLECULE		1	c
TETRAACYLDISACC4KIN-RXN_ATP__1_c	TETRAACYLDISACC4KIN-RXN	ATP		1	c
TETRAACYLDISACC4KIN-RXN__LIPID-IV-A_1_c	TETRAACYLDISACC4KIN-RXN		LIPID-IV-A	1	c
TETRAACYLDISACC4KIN-RXN__ADP_1_c	TETRAACYLDISACC4KIN-RXN		ADP	1	c
TETRAACYLDISACC4KIN-RXN_BISOHMYR-GLC__1_c	TETRAACYLDISACC4KIN-RXN	BISOHMYR-GLC		1	c
TETRAACYLDISACC4KIN-RXN__PROTON_1_c	TETRAACYLDISACC4KIN-RXN		PROTON	1	c
RXN-14301__PROTON_1_c	RXN-14301		PROTON	1	c
RXN-14301__CPD-15056_1_c	RXN-14301		CPD-15056	1	c
RXN-14301__CPD-7671_1_c	RXN-14301		CPD-7671	1	c
RXN-14301_MET__1_c	RXN-14301	MET		1	c
R163-RXN_WATER__1_c	R163-RXN	WATER		1	c
R163-RXN__Pi_1_c	R163-RXN		Pi	1	c
R163-RXN_PAPS__1_c	R163-RXN	PAPS		1	c
R163-RXN__APS_1_c	R163-RXN		APS	1	c
GAPOXNPHOSPHN-RXN__NADH_1_c	GAPOXNPHOSPHN-RXN		NADH	1	c
GAPOXNPHOSPHN-RXN_Pi__1_c	GAPOXNPHOSPHN-RXN	Pi		1	c
GAPOXNPHOSPHN-RXN__PROTON_1_c	GAPOXNPHOSPHN-RXN		PROTON	1	c
GAPOXNPHOSPHN-RXN__DPG_1_c	GAPOXNPHOSPHN-RXN		DPG	1	c
GAPOXNPHOSPHN-RXN_NAD__1_c	GAPOXNPHOSPHN-RXN	NAD		1	c
GAPOXNPHOSPHN-RXN_GAP__1_c	GAPOXNPHOSPHN-RXN	GAP		1	c
GDPKIN-RXN__ADP_1_c	GDPKIN-RXN		ADP	1	c
GDPKIN-RXN_ATP__1_c	GDPKIN-RXN	ATP		1	c
GDPKIN-RXN__GTP_1_c	GDPKIN-RXN		GTP	1	c
GDPKIN-RXN_GDP__1_c	GDPKIN-RXN	GDP		1	c
RXN-12978__AMP_1_c	RXN-12978		AMP	1	c
RXN-12978_5Z8Z11Z14Z17Z-EICOSAPENTAENOATE__1_c	RXN-12978	5Z8Z11Z14Z17Z-EICOSAPENTAENOATE		1	c
RXN-12978__CPD-14018_1_c	RXN-12978		CPD-14018	1	c
RXN-12978_ATP__1_c	RXN-12978	ATP		1	c
RXN-12978_CO-A__1_c	RXN-12978	CO-A		1	c
RXN-12978__PPI_1_c	RXN-12978		PPI	1	c
RXN-902__CARBOXYMETHYL-HYDROXYPHENYLPROPCOA_1_c	RXN-902		CARBOXYMETHYL-HYDROXYPHENYLPROPCOA	1	c
RXN-902_E-PHENYLITACONYL-COA__1_c	RXN-902	E-PHENYLITACONYL-COA		1	c
RXN-902_WATER__1_c	RXN-902	WATER		1	c
RXN-9599_Diamines__1_c	RXN-9599	Diamines		1	c
RXN-9599__Monoamines_1_c	RXN-9599		Monoamines	1	c
RXN-9599_WATER__1_c	RXN-9599	WATER		1	c
RXN-9599__AMMONIUM_1_c	RXN-9599		AMMONIUM	1	c
RXN-9599_OXYGEN-MOLECULE__1_c	RXN-9599	OXYGEN-MOLECULE		1	c
RXN-9599__HYDROGEN-PEROXIDE_1_c	RXN-9599		HYDROGEN-PEROXIDE	1	c
ACETYLORNDEACET-RXN__L-ORNITHINE_1_c	ACETYLORNDEACET-RXN		L-ORNITHINE	1	c
ACETYLORNDEACET-RXN__ACET_1_c	ACETYLORNDEACET-RXN		ACET	1	c
ACETYLORNDEACET-RXN_N-ALPHA-ACETYLORNITHINE__1_c	ACETYLORNDEACET-RXN	N-ALPHA-ACETYLORNITHINE		1	c
ACETYLORNDEACET-RXN_WATER__1_c	ACETYLORNDEACET-RXN	WATER		1	c
RXN0-5418__Pi_1_c	RXN0-5418		Pi	1	c
RXN0-5418_ACETYL-COA__1_c	RXN0-5418	ACETYL-COA		1	c
RXN0-5418__ADP_1_c	RXN0-5418		ADP	1	c
RXN0-5418__Elongator-tRNAMet-acetylcytidine_1_c	RXN0-5418		Elongator-tRNAMet-acetylcytidine	1	c
RXN0-5418_Cytidine-34-tRNAmet__1_c	RXN0-5418	Cytidine-34-tRNAmet		1	c
RXN0-5418_WATER__1_c	RXN0-5418	WATER		1	c
RXN0-5418_ATP__1_c	RXN0-5418	ATP		1	c
RXN0-5418__CO-A_1_c	RXN0-5418		CO-A	1	c
RXN0-5418__PROTON_1_c	RXN0-5418		PROTON	1	c
ACP-S-ACETYLTRANSFER-RXN_ACETYL-COA__1_c	ACP-S-ACETYLTRANSFER-RXN	ACETYL-COA		1	c
ACP-S-ACETYLTRANSFER-RXN_ACP__1_c	ACP-S-ACETYLTRANSFER-RXN	ACP		1	c
ACP-S-ACETYLTRANSFER-RXN__CO-A_1_c	ACP-S-ACETYLTRANSFER-RXN		CO-A	1	c
ACP-S-ACETYLTRANSFER-RXN__ACETYL-ACP_1_c	ACP-S-ACETYLTRANSFER-RXN		ACETYL-ACP	1	c
AMYLOMALT-RXN_MALTOSE__1_c	AMYLOMALT-RXN	MALTOSE		1	c
AMYLOMALT-RXN__MALTOTETRAOSE_1_c	AMYLOMALT-RXN		MALTOTETRAOSE	1	c
AMYLOMALT-RXN_MALTOTRIOSE__1_c	AMYLOMALT-RXN	MALTOTRIOSE		1	c
AMYLOMALT-RXN__Glucopyranose_1_c	AMYLOMALT-RXN		Glucopyranose	1	c
RXN-15006_NADPH__1_c	RXN-15006	NADPH		1	c
RXN-15006__LysW-L-glutamate-5-semialdehyde_1_c	RXN-15006		LysW-L-glutamate-5-semialdehyde	1	c
RXN-15006__Pi_1_c	RXN-15006		Pi	1	c
RXN-15006_LysW-L-glutamate-5-phosphate__1_c	RXN-15006	LysW-L-glutamate-5-phosphate		1	c
RXN-15006__NADP_1_c	RXN-15006		NADP	1	c
RXN-15006_PROTON__1_c	RXN-15006	PROTON		1	c
1-PHOSPHATIDYLINOSITOL-KINASE-RXN__ADP_1_c	1-PHOSPHATIDYLINOSITOL-KINASE-RXN		ADP	1	c
1-PHOSPHATIDYLINOSITOL-KINASE-RXN__PROTON_1_c	1-PHOSPHATIDYLINOSITOL-KINASE-RXN		PROTON	1	c
1-PHOSPHATIDYLINOSITOL-KINASE-RXN__CPD-1108_1_c	1-PHOSPHATIDYLINOSITOL-KINASE-RXN		CPD-1108	1	c
1-PHOSPHATIDYLINOSITOL-KINASE-RXN_ATP__1_c	1-PHOSPHATIDYLINOSITOL-KINASE-RXN	ATP		1	c
1-PHOSPHATIDYLINOSITOL-KINASE-RXN_L-1-phosphatidyl-inositols__1_c	1-PHOSPHATIDYLINOSITOL-KINASE-RXN	L-1-phosphatidyl-inositols		1	c
RXN-10862_ADP__1_c	RXN-10862	ADP		1	c
RXN-10862_WATER__1_c	RXN-10862	WATER		1	c
RXN-10862__AMP_1_c	RXN-10862		AMP	1	c
RXN-10862__Pi_1_c	RXN-10862		Pi	1	c
RXN-10862__PROTON_1_c	RXN-10862		PROTON	1	c
RXN-15378_SUC__1_c	RXN-15378	SUC		1	c
RXN-15378__CPD-15301_1_c	RXN-15378		CPD-15301	1	c
RXN-15378_CPD-9612__1_c	RXN-15378	CPD-9612		1	c
RXN-15378__FUM_1_c	RXN-15378		FUM	1	c
RXN-2861_METOH__1_c	RXN-2861	METOH		1	c
RXN-2861__Cytochromes-CL-Red_2_c	RXN-2861		Cytochromes-CL-Red	2	c
RXN-2861__PROTON_2_c	RXN-2861		PROTON	2	c
RXN-2861__FORMALDEHYDE_1_c	RXN-2861		FORMALDEHYDE	1	c
RXN-2861_Cytochromes-CL-Ox__2_c	RXN-2861	Cytochromes-CL-Ox		2	c
4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN__CARBON-DIOXIDE_1_c	4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN		CARBON-DIOXIDE	1	c
4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN_P-HYDROXY-PHENYLPYRUVATE__1_c	4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN	P-HYDROXY-PHENYLPYRUVATE		1	c
4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN__HOMOGENTISATE_1_c	4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN		HOMOGENTISATE	1	c
4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN_OXYGEN-MOLECULE__1_c	4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN	OXYGEN-MOLECULE		1	c
TRANS-CINNAMATE-4-MONOOXYGENASE-RXN_OXYGEN-MOLECULE__1_c	TRANS-CINNAMATE-4-MONOOXYGENASE-RXN	OXYGEN-MOLECULE		1	c
TRANS-CINNAMATE-4-MONOOXYGENASE-RXN__WATER_1_c	TRANS-CINNAMATE-4-MONOOXYGENASE-RXN		WATER	1	c
TRANS-CINNAMATE-4-MONOOXYGENASE-RXN_NADPH__1_c	TRANS-CINNAMATE-4-MONOOXYGENASE-RXN	NADPH		1	c
TRANS-CINNAMATE-4-MONOOXYGENASE-RXN_CPD-674__1_c	TRANS-CINNAMATE-4-MONOOXYGENASE-RXN	CPD-674		1	c
TRANS-CINNAMATE-4-MONOOXYGENASE-RXN__NADP_1_c	TRANS-CINNAMATE-4-MONOOXYGENASE-RXN		NADP	1	c
TRANS-CINNAMATE-4-MONOOXYGENASE-RXN__COUMARATE_1_c	TRANS-CINNAMATE-4-MONOOXYGENASE-RXN		COUMARATE	1	c
TRANS-CINNAMATE-4-MONOOXYGENASE-RXN_PROTON__1_c	TRANS-CINNAMATE-4-MONOOXYGENASE-RXN	PROTON		1	c
HEMN-RXN__CH33ADO_2_c	HEMN-RXN		CH33ADO	2	c
HEMN-RXN__PROTOPORPHYRINOGEN_1_c	HEMN-RXN		PROTOPORPHYRINOGEN	1	c
HEMN-RXN__CARBON-DIOXIDE_2_c	HEMN-RXN		CARBON-DIOXIDE	2	c
HEMN-RXN_COPROPORPHYRINOGEN_III__1_c	HEMN-RXN	COPROPORPHYRINOGEN_III		1	c
HEMN-RXN_S-ADENOSYLMETHIONINE__2_c	HEMN-RXN	S-ADENOSYLMETHIONINE		2	c
HEMN-RXN__MET_2_c	HEMN-RXN		MET	2	c
RXN-11655__CPD-12621_1_c	RXN-11655		CPD-12621	1	c
RXN-11655__UDP_1_c	RXN-11655		UDP	1	c
RXN-11655_CPD-10507__1_c	RXN-11655	CPD-10507		1	c
RXN-11655_CPD-12575__1_c	RXN-11655	CPD-12575		1	c
RXN-1121__5-HYDROXY-FERULIC-ACID_1_c	RXN-1121		5-HYDROXY-FERULIC-ACID	1	c
RXN-1121_PROTON__1_c	RXN-1121	PROTON		1	c
RXN-1121_FERULIC-ACID__1_c	RXN-1121	FERULIC-ACID		1	c
RXN-1121__WATER_1_c	RXN-1121		WATER	1	c
RXN-1121_NADPH__1_c	RXN-1121	NADPH		1	c
RXN-1121_OXYGEN-MOLECULE__1_c	RXN-1121	OXYGEN-MOLECULE		1	c
RXN-1121__NADP_1_c	RXN-1121		NADP	1	c
RXN-17622__DL-12-Propanediol_1_c	RXN-17622		DL-12-Propanediol	1	c
RXN-17622_WATER__1_c	RXN-17622	WATER		1	c
RXN-17622_12-EPOXYPROPANE__1_c	RXN-17622	12-EPOXYPROPANE		1	c
RXN-9535__ACP_1_c	RXN-9535		ACP	1	c
RXN-9535_Dodecanoyl-ACPs__1_c	RXN-9535	Dodecanoyl-ACPs		1	c
RXN-9535__3-oxo-myristoyl-ACPs_1_c	RXN-9535		3-oxo-myristoyl-ACPs	1	c
RXN-9535_PROTON__1_c	RXN-9535	PROTON		1	c
RXN-9535_MALONYL-ACP__1_c	RXN-9535	MALONYL-ACP		1	c
RXN-9535__CARBON-DIOXIDE_1_c	RXN-9535		CARBON-DIOXIDE	1	c
FAD-PYROPHOSPHATASE-RXN_FAD__1_c	FAD-PYROPHOSPHATASE-RXN	FAD		1	c
FAD-PYROPHOSPHATASE-RXN__FMN_1_c	FAD-PYROPHOSPHATASE-RXN		FMN	1	c
FAD-PYROPHOSPHATASE-RXN_WATER__1_c	FAD-PYROPHOSPHATASE-RXN	WATER		1	c
FAD-PYROPHOSPHATASE-RXN__AMP_1_c	FAD-PYROPHOSPHATASE-RXN		AMP	1	c
FAD-PYROPHOSPHATASE-RXN__PROTON_2_c	FAD-PYROPHOSPHATASE-RXN		PROTON	2	c
RXN-16095_PROTON__1_c	RXN-16095	PROTON		1	c
RXN-16095_CPD-17346__1_c	RXN-16095	CPD-17346		1	c
RXN-16095_NADPH__1_c	RXN-16095	NADPH		1	c
RXN-16095__NADP_1_c	RXN-16095		NADP	1	c
RXN-16095__CPD-17347_1_c	RXN-16095		CPD-17347	1	c
PROSTAGLANDIN-D-SYNTHASE-RXN_PROSTAGLANDIN-H2__1_c	PROSTAGLANDIN-D-SYNTHASE-RXN	PROSTAGLANDIN-H2		1	c
PROSTAGLANDIN-D-SYNTHASE-RXN__5Z13E-15S-9-ALPHA15-DIHYDROXY-11-O_1_c	PROSTAGLANDIN-D-SYNTHASE-RXN		5Z13E-15S-9-ALPHA15-DIHYDROXY-11-O	1	c
RXN-15979_OXYGEN-MOLECULE__1_c	RXN-15979	OXYGEN-MOLECULE		1	c
RXN-15979__CPD-8661_1_c	RXN-15979		CPD-8661	1	c
RXN-15979_CPD1F-130__1_c	RXN-15979	CPD1F-130		1	c
RXN-15979__CPD-17216_1_c	RXN-15979		CPD-17216	1	c
2.7.11.15-RXN_Beta-adrenergic-receptors__1_c	2.7.11.15-RXN	Beta-adrenergic-receptors		1	c
2.7.11.15-RXN_ATP__1_c	2.7.11.15-RXN	ATP		1	c
2.7.11.15-RXN__Beta-adrenergic-receptors-P_1_c	2.7.11.15-RXN		Beta-adrenergic-receptors-P	1	c
2.7.11.15-RXN__ADP_1_c	2.7.11.15-RXN		ADP	1	c
GTP-CYCLOHYDRO-II-RXN__DIAMINO-OH-PHOSPHORIBOSYLAMINO-PYR_1_c	GTP-CYCLOHYDRO-II-RXN		DIAMINO-OH-PHOSPHORIBOSYLAMINO-PYR	1	c
GTP-CYCLOHYDRO-II-RXN__FORMATE_1_c	GTP-CYCLOHYDRO-II-RXN		FORMATE	1	c
GTP-CYCLOHYDRO-II-RXN__PROTON_2_c	GTP-CYCLOHYDRO-II-RXN		PROTON	2	c
GTP-CYCLOHYDRO-II-RXN_WATER__3_c	GTP-CYCLOHYDRO-II-RXN	WATER		3	c
GTP-CYCLOHYDRO-II-RXN__PPI_1_c	GTP-CYCLOHYDRO-II-RXN		PPI	1	c
GTP-CYCLOHYDRO-II-RXN_GTP__1_c	GTP-CYCLOHYDRO-II-RXN	GTP		1	c
3.4.24.12-RXN__Peptides-holder_1_c	3.4.24.12-RXN		Peptides-holder	1	c
3.4.24.12-RXN_WATER__1_c	3.4.24.12-RXN	WATER		1	c
3.4.24.12-RXN_General-Protein-Substrates__1_c	3.4.24.12-RXN	General-Protein-Substrates		1	c
2.4.1.218-RXN_HYDROQUINONE__1_c	2.4.1.218-RXN	HYDROQUINONE		1	c
2.4.1.218-RXN__HYDROQUINONE-O-BETA-D-GLUCOPYRANOSIDE_1_c	2.4.1.218-RXN		HYDROQUINONE-O-BETA-D-GLUCOPYRANOSIDE	1	c
2.4.1.218-RXN__PROTON_1_c	2.4.1.218-RXN		PROTON	1	c
2.4.1.218-RXN__UDP_1_c	2.4.1.218-RXN		UDP	1	c
2.4.1.218-RXN_CPD-12575__1_c	2.4.1.218-RXN	CPD-12575		1	c
RXN-11195_Ferrihemoglobins__2_c	RXN-11195	Ferrihemoglobins		2	c
RXN-11195__Ferrohemoglobins_2_c	RXN-11195		Ferrohemoglobins	2	c
RXN-11195_NADH__1_c	RXN-11195	NADH		1	c
RXN-11195__PROTON_1_c	RXN-11195		PROTON	1	c
RXN-11195__NAD_1_c	RXN-11195		NAD	1	c
PHOSPHATIDATE-PHOSPHATASE-RXN_L-PHOSPHATIDATE__1_c	PHOSPHATIDATE-PHOSPHATASE-RXN	L-PHOSPHATIDATE		1	c
PHOSPHATIDATE-PHOSPHATASE-RXN__Pi_1_c	PHOSPHATIDATE-PHOSPHATASE-RXN		Pi	1	c
PHOSPHATIDATE-PHOSPHATASE-RXN_WATER__1_c	PHOSPHATIDATE-PHOSPHATASE-RXN	WATER		1	c
PHOSPHATIDATE-PHOSPHATASE-RXN__DIACYLGLYCEROL_1_c	PHOSPHATIDATE-PHOSPHATASE-RXN		DIACYLGLYCEROL	1	c
ADENYLYLSULFATASE-RXN__PROTON_2_c	ADENYLYLSULFATASE-RXN		PROTON	2	c
ADENYLYLSULFATASE-RXN_WATER__1_c	ADENYLYLSULFATASE-RXN	WATER		1	c
ADENYLYLSULFATASE-RXN__SULFATE_1_c	ADENYLYLSULFATASE-RXN		SULFATE	1	c
ADENYLYLSULFATASE-RXN__AMP_1_c	ADENYLYLSULFATASE-RXN		AMP	1	c
ADENYLYLSULFATASE-RXN_APS__1_c	ADENYLYLSULFATASE-RXN	APS		1	c
RXN-5682_NADP__1_c	RXN-5682	NADP		1	c
RXN-5682__CARBON-DIOXIDE_1_c	RXN-5682		CARBON-DIOXIDE	1	c
RXN-5682_CPD-659__1_c	RXN-5682	CPD-659		1	c
RXN-5682__NADPH_1_c	RXN-5682		NADPH	1	c
RXN-5682__TYR_1_c	RXN-5682		TYR	1	c
RXN-7737__WATER_1_c	RXN-7737		WATER	1	c
RXN-7737_2-KETOGLUTARATE__1_c	RXN-7737	2-KETOGLUTARATE		1	c
RXN-7737__PROTON_1_c	RXN-7737		PROTON	1	c
RXN-7737_LL-DIAMINOPIMELATE__1_c	RXN-7737	LL-DIAMINOPIMELATE		1	c
RXN-7737__GLT_1_c	RXN-7737		GLT	1	c
RXN-7737__DELTA1-PIPERIDEINE-2-6-DICARBOXYLATE_1_c	RXN-7737		DELTA1-PIPERIDEINE-2-6-DICARBOXYLATE	1	c
MALONYL-COA-ACP-TRANSACYL-RXN__CO-A_1_c	MALONYL-COA-ACP-TRANSACYL-RXN		CO-A	1	c
MALONYL-COA-ACP-TRANSACYL-RXN_MALONYL-COA__1_c	MALONYL-COA-ACP-TRANSACYL-RXN	MALONYL-COA		1	c
MALONYL-COA-ACP-TRANSACYL-RXN__MALONYL-ACP_1_c	MALONYL-COA-ACP-TRANSACYL-RXN		MALONYL-ACP	1	c
MALONYL-COA-ACP-TRANSACYL-RXN_ACP__1_c	MALONYL-COA-ACP-TRANSACYL-RXN	ACP		1	c
RXN-9659__NAD_1_c	RXN-9659		NAD	1	c
RXN-9659_2-Octenoyl-ACPs__1_c	RXN-9659	2-Octenoyl-ACPs		1	c
RXN-9659_NADH__1_c	RXN-9659	NADH		1	c
RXN-9659__Octanoyl-ACPs_1_c	RXN-9659		Octanoyl-ACPs	1	c
RXN-9659_PROTON__1_c	RXN-9659	PROTON		1	c
RXN66-315__NAD-P-OR-NOP_1_c	RXN66-315		NAD-P-OR-NOP	1	c
RXN66-315_PROTON__1_c	RXN66-315	PROTON		1	c
RXN66-315_OXYGEN-MOLECULE__1_c	RXN66-315	OXYGEN-MOLECULE		1	c
RXN66-315__WATER_1_c	RXN66-315		WATER	1	c
RXN66-315__CPD-4579_1_c	RXN66-315		CPD-4579	1	c
RXN66-315_NADH-P-OR-NOP__1_c	RXN66-315	NADH-P-OR-NOP		1	c
RXN66-315_4-METHYL-824-CHOLESTADIENOL__1_c	RXN66-315	4-METHYL-824-CHOLESTADIENOL		1	c
RXN-16635__Tetragalactosyldiacylglycerol_1_c	RXN-16635		Tetragalactosyldiacylglycerol	1	c
RXN-16635_CPD-10364__1_c	RXN-16635	CPD-10364		1	c
RXN-16635__DIACYLGLYCEROL_1_c	RXN-16635		DIACYLGLYCEROL	1	c
RXN-16635_D-Galactosyl-12-diacyl-glycerols__1_c	RXN-16635	D-Galactosyl-12-diacyl-glycerols		1	c
GDPMANDEHYDRA-RXN__GDP-4-DEHYDRO-6-DEOXY-D-MANNOSE_1_c	GDPMANDEHYDRA-RXN		GDP-4-DEHYDRO-6-DEOXY-D-MANNOSE	1	c
GDPMANDEHYDRA-RXN_GDP-MANNOSE__1_c	GDPMANDEHYDRA-RXN	GDP-MANNOSE		1	c
GDPMANDEHYDRA-RXN__WATER_1_c	GDPMANDEHYDRA-RXN		WATER	1	c
RXN1F-20_PROTOPORPHYRIN_IX__1_c	RXN1F-20	PROTOPORPHYRIN_IX		1	c
RXN1F-20__PROTON_3_c	RXN1F-20		PROTON	3	c
RXN1F-20__MG-PROTOPORPHYRIN_1_c	RXN1F-20		MG-PROTOPORPHYRIN	1	c
RXN1F-20__ADP_1_c	RXN1F-20		ADP	1	c
RXN1F-20_ATP__1_c	RXN1F-20	ATP		1	c
RXN1F-20_MG+2__1_c	RXN1F-20	MG+2		1	c
RXN1F-20_WATER__1_c	RXN1F-20	WATER		1	c
RXN1F-20__Pi_1_c	RXN1F-20		Pi	1	c
RXN-14282_WATER__1_c	RXN-14282	WATER		1	c
RXN-14282__MALTOPENTAOSE_1_c	RXN-14282		MALTOPENTAOSE	1	c
RXN-14282__Glucopyranose_1_c	RXN-14282		Glucopyranose	1	c
RXN-14282_MALTOHEXAOSE__1_c	RXN-14282	MALTOHEXAOSE		1	c
TRYPSYN-RXN__WATER_1_c	TRYPSYN-RXN		WATER	1	c
TRYPSYN-RXN_SER__1_c	TRYPSYN-RXN	SER		1	c
