xref	METACYC	UM-BBD-CPD	METABOLIGHTS	UNIPROT	NCI	LIGAND-MAP	DRUGBANK	SGD-PATHWAY	HMDB	ARACYC	ECOCYC	UM-BBD-PWY	CAS	PLANTCYC	KNAPSACK	BIGG	LIGAND-RXN	CHEMSPIDER	Wikipedia	PLASMOCYC	RHEA	LIGAND-CPD	REACTOME	PIR	CHEBI	PUBCHEM	HUMANCYC	KEGG-GLYCAN	LIPID_MAPS
ARGDECARBOX-RXN_xrefs				Q39827																									
ARGDECARBOX-RXN_xrefs				O81161																									
ARGDECARBOX-RXN_xrefs				O04429																									
ARGDECARBOX-RXN_xrefs				Q96412																									
ARGDECARBOX-RXN_xrefs				O81177																									
ARGDECARBOX-RXN_xrefs				O64453																									
T2-DECENOYL-COA_xrefs			MTBLC61406						HMDB03948							dc2coa						C05275			61406	50909850			
PWY-5272_xrefs										PWY-5272																			
ACYLPHOSPHATASE-RXN_xrefs				P14620													R00539				14965								
ACYLPHOSPHATASE-RXN_xrefs				P35745																									
ACYLPHOSPHATASE-RXN_xrefs				P41500																									
ACYLPHOSPHATASE-RXN_xrefs				Q9CHW2																									
ACYLPHOSPHATASE-RXN_xrefs				P0AB65																									
ACYLPHOSPHATASE-RXN_xrefs				P07033																									
ACYLPHOSPHATASE-RXN_xrefs				P07031																									
ACYLPHOSPHATASE-RXN_xrefs				P07032																									
ACYLPHOSPHATASE-RXN_xrefs				P35744																									
ACYLPHOSPHATASE-RXN_xrefs				P00818																									
ACYLPHOSPHATASE-RXN_xrefs				P07311																									
ACYLPHOSPHATASE-RXN_xrefs				P00819																									
ACYLPHOSPHATASE-RXN_xrefs				P00820																									
ACYLPHOSPHATASE-RXN_xrefs				P00821																									
ACYLPHOSPHATASE-RXN_xrefs				P14621																									
CPD-14646_xrefs																						C20484			67188	9828626			
CPD-11268_xrefs			MTBLC58550						HMDB02172													C03413			58550	44123436			
CPD-6741_xrefs																									58747	25246187			
CPD-13030_xrefs																									58727	46878439			
INOSINEKIN-RXN_xrefs				P0AEW6													R01131				21140								
INOSINEKIN-RXN_xrefs				Q60110																									
HISTCYCLOHYD-RXN_xrefs				P44434													R04037				20049								
HISTCYCLOHYD-RXN_xrefs				Q9JVH6																									
HISTCYCLOHYD-RXN_xrefs				Q9X0C5																									
HISTCYCLOHYD-RXN_xrefs				Q9PM71																									
HISTCYCLOHYD-RXN_xrefs				Q02130																									
HISTCYCLOHYD-RXN_xrefs				Q9RWD6																									
HISTCYCLOHYD-RXN_xrefs				Q58825																									
HISTCYCLOHYD-RXN_xrefs				O28329																									
HISTCYCLOHYD-RXN_xrefs				O34912																									
HISTCYCLOHYD-RXN_xrefs				P0A5B3																									
HISTCYCLOHYD-RXN_xrefs				Q9HUB7																									
HISTCYCLOHYD-RXN_xrefs				Q9KSW7																									
HISTCYCLOHYD-RXN_xrefs				Q9K0H5																									
HISTCYCLOHYD-RXN_xrefs				O67780																									
HISTCYCLOHYD-RXN_xrefs				Q9PBD1																									
HISTCYCLOHYD-RXN_xrefs				Q50837																									
HISTCYCLOHYD-RXN_xrefs				Q53158																									
HISTCYCLOHYD-RXN_xrefs				P45353																									
HISTCYCLOHYD-RXN_xrefs				Q12670																									
HISTCYCLOHYD-RXN_xrefs				P00815																									
HISTCYCLOHYD-RXN_xrefs				P07685																									
HISTCYCLOHYD-RXN_xrefs				O59667																									
HISTCYCLOHYD-RXN_xrefs				Q9X7C3																									
HISTCYCLOHYD-RXN_xrefs				O82768																									
HISTCYCLOHYD-RXN_xrefs				P10367																									
HISTCYCLOHYD-RXN_xrefs				P06989																									
4-OH-4-ACETYL-2-OXOGLUTARATE_xrefs																		19951111				C04115			58075	23615207			
PWY-3301_xrefs										PWY-3301																			
L-GULONO-1-4-LACTONE_xrefs			MTBLC17587						HMDB03466									388493				C01040			17587	439373			
CPD-12486_xrefs																										91820550			
RIBOFLAVINKIN-RXN_xrefs				Q9JVY5													R00549				14357								
RIBOFLAVINKIN-RXN_xrefs				Q9PHS7																									
RIBOFLAVINKIN-RXN_xrefs				Q59263																									
CINNAMYL-ALC_xrefs			MTBLC33227						HMDB29698									14126505				C02394			33227	5315892			
CPD-560_xrefs			MTBLC16895						HMDB01087							5mtr		8488843				C03089			78440	10313378			
RXN-1223_xrefs																	R05775				13197								
RXN3O-178_xrefs				P25087													R04427				21128								
RXN3O-178_xrefs				Q39227																									
RXN3O-178_xrefs				O49215																									
RXN3O-178_xrefs				O24153																									
RXN3O-178_xrefs				O24154																									
RXN3O-178_xrefs				P93852																									
RXN3O-178_xrefs				Q43445																									
RXN3O-178_xrefs				Q41586																									
RXN3O-178_xrefs				O24328																									
RXN3O-178_xrefs				O14321																									
GLUCURONOXYLAN-4-O-METHYLTRANSFERASE-RXN_xrefs																	R04332												
CAMALEXIN-SYN_xrefs										CAMALEXIN-SYN																			
RXN-13112_xrefs																					33562								
BENZENE-NO2_xrefs									HMDB41950				98-95-3					7138				C06813			27798	7416			
CPD-12607_xrefs			MTBLC74814						HMDB29039																74814	7009643			
CPD0-1081_xrefs																anhgm										90658409			
DADPKIN-RXN_xrefs																	R01137				27674								
PWY-2161_xrefs											PWY-2161																		
PWY-561_xrefs	PWY-561																												
GALACTURONOKINASE-RXN_xrefs																	R01980				12965								
3-MERCAPTO-PYRUVATE_xrefs			MTBLC57678						HMDB01368				2464-23-5			mercppyr		3393581				C00957			57678	4182595			
PWY0-1280_xrefs											PWY0-1280																		
GLN_xrefs			MTBLC58359						HMDB00641				56-85-9			gln__L						C00064			58359	6992086			
NUCLEOSIDE-DIP-KIN-RXN_xrefs				P15531													R00331				18113								
NUCLEOSIDE-DIP-KIN-RXN_xrefs				P15266																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				P19804																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				Q05982																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				P15532																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				P22887																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				P22392																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				P65533																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				O84508																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				P84284																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				P43802																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				O26358																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				P56075																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				O67528																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				O83974																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				O29491																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				Q9ZE91																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				Q58661																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				Q9PIG7																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				Q13232																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				P48817																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				P0A763																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				P08879																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				Q02254																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				Q01402																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				Q01768																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				P47922																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				P36010																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				Q07661																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				Q9S8M2																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				P47921																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				P47923																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				P81766																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				P50589																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				P74494																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				Q59636																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				O49203																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				Q39839																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				Q96559																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				P39207																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				Q9ZGE0																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				P49740																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				Q9UUY8																									
NUCLEOSIDE-DIP-KIN-RXN_xrefs				O64903																									
CPD-695_xrefs									HMDB36895													C06094			27433	25203620			
PHOSPHATIDYLCHOLINE-DESATURASE-RXN_xrefs				P20388													R03475				12564								
PHOSPHATIDYLCHOLINE-DESATURASE-RXN_xrefs				Q55230																									
PHOSPHATIDYLCHOLINE-DESATURASE-RXN_xrefs				Q55231																									
PHOSPHATIDYLCHOLINE-DESATURASE-RXN_xrefs				Q44503																									
RXN-3221_xrefs																	R06556												
CDPREDUCT-RXN_xrefs																	R02024				28038								
BIOTIN_xrefs			MTBLC57586						HMDB00030				58-85-5			btn		5028036				C00120			57586	6560210			
RXN-11372_xrefs				P00587													R04074												
2-TRANS6-TRANS-FARNESOL_xrefs									HMDB04305									392816				C01126			16619	445070			LMPR0103010001
CPD-13357_xrefs									HMDB12141									19951355				C04272			49072	23615351			
2.5.1.45-RXN_xrefs																	R01919				11236								
ENTMULTI-RXN_xrefs																	R07644				30571								
SELENATE_xrefs			MTBLC15075															1058	Selenate			C05697			15075	26473			
CPD-81_xrefs																										15699109			
HEXOKINASE-RXN_xrefs				P17712													R02848				22740								
HEXOKINASE-RXN_xrefs				P19367																									
HEXOKINASE-RXN_xrefs				P05708																									
HEXOKINASE-RXN_xrefs				P35557																									
HEXOKINASE-RXN_xrefs				P33284																									
HEXOKINASE-RXN_xrefs				Q02155																									
HEXOKINASE-RXN_xrefs				P52789																									
HEXOKINASE-RXN_xrefs				P04806																									
HEXOKINASE-RXN_xrefs				P04807																									
HEXOKINASE-RXN_xrefs				Q64596																									
HEXOKINASE-RXN_xrefs				P27926																									
HEXOKINASE-RXN_xrefs				P27881																									
HEXOKINASE-RXN_xrefs				P50521																									
HEXOKINASE-RXN_xrefs				Q09756																									
HEXOKINASE-RXN_xrefs				Q42525																									
HEXOKINASE-RXN_xrefs				O64390																									
HEXOKINASE-RXN_xrefs				P78848																									
LTAA-RXN_xrefs																	R06171				26209								
EPISTEROL_xrefs									HMDB06847													C15777			50586	23724571			
CPD-13118_xrefs																									57273	25244478			
BETSYN-PWY_xrefs											BETSYN-PWY																		
CPD-7005_xrefs																									64668	90657538			
CTP_xrefs			MTBLC37563						HMDB00082				65-47-4			ctp		5414498				C00063			37563	7058166			
O-SUCCINYLBENZOATE-COA-LIG-RXN_xrefs				P37353													R04030				17009								
O-SUCCINYLBENZOATE-COA-LIG-RXN_xrefs				P23971																									
O-SUCCINYLBENZOATE-COA-LIG-RXN_xrefs				Q9CHK3																									
O-SUCCINYLBENZOATE-COA-LIG-RXN_xrefs				Q55182																									
AICAR_xrefs			MTBLC58475						HMDB01517				3031-94-5			aicar						C04677			58475	45266657			
CPD-17464_xrefs																									65060	70678739			
4.1.1.86-RXN_xrefs																	R07650				15689								
CPD-4184_xrefs																						C05110			28432	6452640			
CPD-1086_xrefs									HMDB03841							5aprbu						C04454			58421	45266638			
PWY-3462_xrefs										PWY-3462																			
KDO-8P_xrefs																kdo8p						C04478			85985	91825728			
GLYCOGENSYNTH-PWY_xrefs											GLYCOGENSYNTH-PWY																		
RXN-6271_xrefs																	R05737				19008								
RXN-6271_xrefs																					19004								
CPD-13359_xrefs																						C04904				52940126			
RXN-10912_xrefs																	R04882												
3-DEHYDRO-SHIKIMATE_xrefs																3dhsk		4573915				C02637			16630	5460360			
BENZOIN-ALDOLASE-RXN_xrefs																	R00027				21460								
1.11.1.12-RXN_xrefs				O23814													R03167												
1.11.1.12-RXN_xrefs				O48646																									
1.3.1.2-RXN_xrefs				Q12882													R00978				18093								
1.3.1.2-RXN_xrefs				Q28943																									
CPD-10477_xrefs																						C16999			58863	46878462			
NONMEVIPP-PWY_xrefs										NONMEVIPP-PWY	NONMEVIPP-PWY																		
RXN-4307_xrefs																	R04038				15285								
CPD-458_xrefs			MTBLC17505						HMDB05826													C01235			17505	25202439		G10488	
RXN-8344_xrefs																					31331								
CPD-9958_xrefs			MTBLC64183						HMDB13111									8138335							64183	9962735			
CPD-1777_xrefs									HMDB13682									4444067				C00761			16220	5280372			
2-HYDROXY-2-METHYLPROPANENITRILE_xrefs					131093		DB02203		HMDB60427				75-86-5					6166				C02659			15348	6406			
CPD-35_xrefs			MTBLC11951						HMDB03681									5360158				C02946			11951	6991994			
3.2.1.60-RXN_xrefs				P13507																									
3.2.1.60-RXN_xrefs				P22963																									
RXN-8503_xrefs																	R07868												
CPD-7619_xrefs																		84004							32362	93052			
CPD-14096_xrefs																									66893	23657951			
CPD-18447_xrefs																		86817								102514952			
L-DELTA1-PYRROLINE_5-CARBOXYLATE_xrefs			MTBLC17388						HMDB01301				2906-39-0			1pyr5c		10140174				C03912			17388	11966181			
NADPHOS-DEPHOS-PWY_xrefs											NADPHOS-DEPHOS-PWY																		
R-VICIANIN_xrefs													155-57-7									C01870			16358	656493			
CYSTEINE-DIOXYGENASE-RXN_xrefs				P21816													R00893				20441								
CYSTEINE-DIOXYGENASE-RXN_xrefs				Q16878																									
RIB5PISOM-RXN_xrefs				P0A7Z0													R01056				14657								
RIB5PISOM-RXN_xrefs				Q9CDI7																									
RIB5PISOM-RXN_xrefs				P44725																									
RIB5PISOM-RXN_xrefs				Q58998																									
RIB5PISOM-RXN_xrefs				Q9JTM5																									
RIB5PISOM-RXN_xrefs				Q9PP08																									
RIB5PISOM-RXN_xrefs				P37351																									
RIB5PISOM-RXN_xrefs				P74234																									
RIB5PISOM-RXN_xrefs				Q55766																									
P3-PWY_xrefs												gal																	
GUANOSINEKIN-RXN_xrefs																	R01228				27710								
3-BENZOYLOXYPROPYL-GLUCOSINOLATE_xrefs																										90658420			
RXN-12752_xrefs																					32215								
2.1.1.114-RXN_xrefs																	R04711				14121								
CPD-18493_xrefs																									76366	72193738			
CYCLOEUCALENOL_xrefs													469-39-6									C02141			16653	102515311			
CPD-18279_xrefs																										12293123			
RXN-11662_xrefs																	R01975				30799								
DALADALALIG-RXN_xrefs				O83676													R01150				11224								
DALADALALIG-RXN_xrefs				O66806																									
DALADALALIG-RXN_xrefs				P46805																									
DALADALALIG-RXN_xrefs				P0A1F0																									
DALADALALIG-RXN_xrefs				P0A6J8																									
DALADALALIG-RXN_xrefs				P07862																									
DALADALALIG-RXN_xrefs				P96612																									
DALADALALIG-RXN_xrefs				Q9ZDS6																									
DALADALALIG-RXN_xrefs				Q9CIL5																									
DALADALALIG-RXN_xrefs				P44405																									
DALADALALIG-RXN_xrefs				Q9PPC2																									
DALADALALIG-RXN_xrefs				Q9JSZ9																									
DALADALALIG-RXN_xrefs				P35660																									
DALADALALIG-RXN_xrefs				P73632																									
