entity_xref	has_metadata@xref	concerns@reaction	concerns@pathway	concerns@compound
PROLINE--TRNA-LIGASE-RXN_xrefs_PROLINE--TRNA-LIGASE-RXN__	PROLINE--TRNA-LIGASE-RXN_xrefs	PROLINE--TRNA-LIGASE-RXN		
RXN-6550_xrefs_RXN-6550__	RXN-6550_xrefs	RXN-6550		
BENZOATE--COA-LIGASE-RXN_xrefs_BENZOATE--COA-LIGASE-RXN__	BENZOATE--COA-LIGASE-RXN_xrefs	BENZOATE--COA-LIGASE-RXN		
RETINAL-DEHYDROGENASE-RXN_xrefs_RETINAL-DEHYDROGENASE-RXN__	RETINAL-DEHYDROGENASE-RXN_xrefs	RETINAL-DEHYDROGENASE-RXN		
CHITIN-SYNTHASE-RXN_xrefs_CHITIN-SYNTHASE-RXN__	CHITIN-SYNTHASE-RXN_xrefs	CHITIN-SYNTHASE-RXN		
RXN-2962_xrefs_RXN-2962__	RXN-2962_xrefs	RXN-2962		
4.4.1.14-RXN_xrefs_4.4.1.14-RXN__	4.4.1.14-RXN_xrefs	4.4.1.14-RXN		
RXN-7693_xrefs_RXN-7693__	RXN-7693_xrefs	RXN-7693		
DNA-LIGASE-ATP-RXN_xrefs_DNA-LIGASE-ATP-RXN__	DNA-LIGASE-ATP-RXN_xrefs	DNA-LIGASE-ATP-RXN		
RXN-14046_xrefs_RXN-14046__	RXN-14046_xrefs	RXN-14046		
BETA-DIKETONE-HYDROLASE-RXN_xrefs_BETA-DIKETONE-HYDROLASE-RXN__	BETA-DIKETONE-HYDROLASE-RXN_xrefs	BETA-DIKETONE-HYDROLASE-RXN		
RXN-12484_xrefs_RXN-12484__	RXN-12484_xrefs	RXN-12484		
ADENODEAMIN-RXN_xrefs_ADENODEAMIN-RXN__	ADENODEAMIN-RXN_xrefs	ADENODEAMIN-RXN		
RXN-12263_xrefs_RXN-12263__	RXN-12263_xrefs	RXN-12263		
DCYSDESULF-RXN_xrefs_DCYSDESULF-RXN__	DCYSDESULF-RXN_xrefs	DCYSDESULF-RXN		
RXN0-5180_xrefs_RXN0-5180__	RXN0-5180_xrefs	RXN0-5180		
RXN3O-102_xrefs_RXN3O-102__	RXN3O-102_xrefs	RXN3O-102		
RXN-12558_xrefs_RXN-12558__	RXN-12558_xrefs	RXN-12558		
NITRIC-OXIDE-REDUCTASE-RXN_xrefs_NITRIC-OXIDE-REDUCTASE-RXN__	NITRIC-OXIDE-REDUCTASE-RXN_xrefs	NITRIC-OXIDE-REDUCTASE-RXN		
RXN-5901_xrefs_RXN-5901__	RXN-5901_xrefs	RXN-5901		
SULFOCYS-RXN_xrefs_SULFOCYS-RXN__	SULFOCYS-RXN_xrefs	SULFOCYS-RXN		
RXN-7686_xrefs_RXN-7686__	RXN-7686_xrefs	RXN-7686		
DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN_xrefs_DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN__	DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN_xrefs	DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN		
RXN-12366_xrefs_RXN-12366__	RXN-12366_xrefs	RXN-12366		
FERREDOXIN--NITRITE-REDUCTASE-RXN_xrefs_FERREDOXIN--NITRITE-REDUCTASE-RXN__	FERREDOXIN--NITRITE-REDUCTASE-RXN_xrefs	FERREDOXIN--NITRITE-REDUCTASE-RXN		
LONG-CHAIN-ALCOHOL-OXIDASE-RXN_xrefs_LONG-CHAIN-ALCOHOL-OXIDASE-RXN__	LONG-CHAIN-ALCOHOL-OXIDASE-RXN_xrefs	LONG-CHAIN-ALCOHOL-OXIDASE-RXN		
AGMATINE-N4-COUMAROYLTRANSFERASE-RXN_xrefs_AGMATINE-N4-COUMAROYLTRANSFERASE-RXN__	AGMATINE-N4-COUMAROYLTRANSFERASE-RXN_xrefs	AGMATINE-N4-COUMAROYLTRANSFERASE-RXN		
LINOLEOYL-RXN_xrefs_LINOLEOYL-RXN__	LINOLEOYL-RXN_xrefs	LINOLEOYL-RXN		
RXN-10949_xrefs_RXN-10949__	RXN-10949_xrefs	RXN-10949		
RXN0-1461_xrefs_RXN0-1461__	RXN0-1461_xrefs	RXN0-1461		
2.1.1.79-RXN_xrefs_2.1.1.79-RXN__	2.1.1.79-RXN_xrefs	2.1.1.79-RXN		
RXN-3661_xrefs_RXN-3661__	RXN-3661_xrefs	RXN-3661		
NUCLEOSIDE-DIPHOSPHATASE-RXN_xrefs_NUCLEOSIDE-DIPHOSPHATASE-RXN__	NUCLEOSIDE-DIPHOSPHATASE-RXN_xrefs	NUCLEOSIDE-DIPHOSPHATASE-RXN		
RXN-2464_xrefs_RXN-2464__	RXN-2464_xrefs	RXN-2464		
PHENYLALANINE-AMMONIA-LYASE-RXN_xrefs_PHENYLALANINE-AMMONIA-LYASE-RXN__	PHENYLALANINE-AMMONIA-LYASE-RXN_xrefs	PHENYLALANINE-AMMONIA-LYASE-RXN		
2.3.1.171-RXN_xrefs_2.3.1.171-RXN__	2.3.1.171-RXN_xrefs	2.3.1.171-RXN		
4.1.1.84-RXN_xrefs_4.1.1.84-RXN__	4.1.1.84-RXN_xrefs	4.1.1.84-RXN		
RXN-14181_xrefs_RXN-14181__	RXN-14181_xrefs	RXN-14181		
RXN3DJ-11417_xrefs_RXN3DJ-11417__	RXN3DJ-11417_xrefs	RXN3DJ-11417		
3.1.1.74-RXN_xrefs_3.1.1.74-RXN__	3.1.1.74-RXN_xrefs	3.1.1.74-RXN		
5-OXOPROLINASE-ATP-HYDROLYSING-RXN_xrefs_5-OXOPROLINASE-ATP-HYDROLYSING-RXN__	5-OXOPROLINASE-ATP-HYDROLYSING-RXN_xrefs	5-OXOPROLINASE-ATP-HYDROLYSING-RXN		
RXN-14139_xrefs_RXN-14139__	RXN-14139_xrefs	RXN-14139		
TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN_xrefs_TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN__	TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN_xrefs	TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN		
HISTPRATPHYD-RXN_xrefs_HISTPRATPHYD-RXN__	HISTPRATPHYD-RXN_xrefs	HISTPRATPHYD-RXN		
RXN-9724_xrefs_RXN-9724__	RXN-9724_xrefs	RXN-9724		
2.3.1.154-RXN_xrefs_2.3.1.154-RXN__	2.3.1.154-RXN_xrefs	2.3.1.154-RXN		
PEPDEPHOS-RXN_xrefs_PEPDEPHOS-RXN__	PEPDEPHOS-RXN_xrefs	PEPDEPHOS-RXN		
RXN-8155_xrefs_RXN-8155__	RXN-8155_xrefs	RXN-8155		
DTMPKI-RXN_xrefs_DTMPKI-RXN__	DTMPKI-RXN_xrefs	DTMPKI-RXN		
MALONYL-COA-DECARBOXYLASE-RXN_xrefs_MALONYL-COA-DECARBOXYLASE-RXN__	MALONYL-COA-DECARBOXYLASE-RXN_xrefs	MALONYL-COA-DECARBOXYLASE-RXN		
RXN-13754_xrefs_RXN-13754__	RXN-13754_xrefs	RXN-13754		
RXN-12567_xrefs_RXN-12567__	RXN-12567_xrefs	RXN-12567		
RXN-12570_xrefs_RXN-12570__	RXN-12570_xrefs	RXN-12570		
RXN-4144_xrefs_RXN-4144__	RXN-4144_xrefs	RXN-4144		
KDPGALDOL-RXN_xrefs_KDPGALDOL-RXN__	KDPGALDOL-RXN_xrefs	KDPGALDOL-RXN		
TETRAACYLDISACC4KIN-RXN_xrefs_TETRAACYLDISACC4KIN-RXN__	TETRAACYLDISACC4KIN-RXN_xrefs	TETRAACYLDISACC4KIN-RXN		
RXN-14301_xrefs_RXN-14301__	RXN-14301_xrefs	RXN-14301		
R163-RXN_xrefs_R163-RXN__	R163-RXN_xrefs	R163-RXN		
GAPOXNPHOSPHN-RXN_xrefs_GAPOXNPHOSPHN-RXN__	GAPOXNPHOSPHN-RXN_xrefs	GAPOXNPHOSPHN-RXN		
GDPKIN-RXN_xrefs_GDPKIN-RXN__	GDPKIN-RXN_xrefs	GDPKIN-RXN		
RXN-902_xrefs_RXN-902__	RXN-902_xrefs	RXN-902		
ACETYLORNDEACET-RXN_xrefs_ACETYLORNDEACET-RXN__	ACETYLORNDEACET-RXN_xrefs	ACETYLORNDEACET-RXN		
ACP-S-ACETYLTRANSFER-RXN_xrefs_ACP-S-ACETYLTRANSFER-RXN__	ACP-S-ACETYLTRANSFER-RXN_xrefs	ACP-S-ACETYLTRANSFER-RXN		
1-PHOSPHATIDYLINOSITOL-KINASE-RXN_xrefs_1-PHOSPHATIDYLINOSITOL-KINASE-RXN__	1-PHOSPHATIDYLINOSITOL-KINASE-RXN_xrefs	1-PHOSPHATIDYLINOSITOL-KINASE-RXN		
RXN-10862_xrefs_RXN-10862__	RXN-10862_xrefs	RXN-10862		
4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN_xrefs_4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN__	4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN_xrefs	4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN		
TRANS-CINNAMATE-4-MONOOXYGENASE-RXN_xrefs_TRANS-CINNAMATE-4-MONOOXYGENASE-RXN__	TRANS-CINNAMATE-4-MONOOXYGENASE-RXN_xrefs	TRANS-CINNAMATE-4-MONOOXYGENASE-RXN		
HEMN-RXN_xrefs_HEMN-RXN__	HEMN-RXN_xrefs	HEMN-RXN		
RXN-1121_xrefs_RXN-1121__	RXN-1121_xrefs	RXN-1121		
FAD-PYROPHOSPHATASE-RXN_xrefs_FAD-PYROPHOSPHATASE-RXN__	FAD-PYROPHOSPHATASE-RXN_xrefs	FAD-PYROPHOSPHATASE-RXN		
PROSTAGLANDIN-D-SYNTHASE-RXN_xrefs_PROSTAGLANDIN-D-SYNTHASE-RXN__	PROSTAGLANDIN-D-SYNTHASE-RXN_xrefs	PROSTAGLANDIN-D-SYNTHASE-RXN		
2.7.11.15-RXN_xrefs_2.7.11.15-RXN__	2.7.11.15-RXN_xrefs	2.7.11.15-RXN		
GTP-CYCLOHYDRO-II-RXN_xrefs_GTP-CYCLOHYDRO-II-RXN__	GTP-CYCLOHYDRO-II-RXN_xrefs	GTP-CYCLOHYDRO-II-RXN		
3.4.24.12-RXN_xrefs_3.4.24.12-RXN__	3.4.24.12-RXN_xrefs	3.4.24.12-RXN		
2.4.1.218-RXN_xrefs_2.4.1.218-RXN__	2.4.1.218-RXN_xrefs	2.4.1.218-RXN		
PHOSPHATIDATE-PHOSPHATASE-RXN_xrefs_PHOSPHATIDATE-PHOSPHATASE-RXN__	PHOSPHATIDATE-PHOSPHATASE-RXN_xrefs	PHOSPHATIDATE-PHOSPHATASE-RXN		
ADENYLYLSULFATASE-RXN_xrefs_ADENYLYLSULFATASE-RXN__	ADENYLYLSULFATASE-RXN_xrefs	ADENYLYLSULFATASE-RXN		
RXN-5682_xrefs_RXN-5682__	RXN-5682_xrefs	RXN-5682		
RXN-7737_xrefs_RXN-7737__	RXN-7737_xrefs	RXN-7737		
MALONYL-COA-ACP-TRANSACYL-RXN_xrefs_MALONYL-COA-ACP-TRANSACYL-RXN__	MALONYL-COA-ACP-TRANSACYL-RXN_xrefs	MALONYL-COA-ACP-TRANSACYL-RXN		
GDPMANDEHYDRA-RXN_xrefs_GDPMANDEHYDRA-RXN__	GDPMANDEHYDRA-RXN_xrefs	GDPMANDEHYDRA-RXN		
RXN1F-20_xrefs_RXN1F-20__	RXN1F-20_xrefs	RXN1F-20		
TRYPSYN-RXN_xrefs_TRYPSYN-RXN__	TRYPSYN-RXN_xrefs	TRYPSYN-RXN		
TRNA-NUCLEOTIDYLTRANSFERASE-RXN_xrefs_TRNA-NUCLEOTIDYLTRANSFERASE-RXN__	TRNA-NUCLEOTIDYLTRANSFERASE-RXN_xrefs	TRNA-NUCLEOTIDYLTRANSFERASE-RXN		
PHOSPHORIBULOKINASE-RXN_xrefs_PHOSPHORIBULOKINASE-RXN__	PHOSPHORIBULOKINASE-RXN_xrefs	PHOSPHORIBULOKINASE-RXN		
PHENYLALANINE-2-MONOOXYGENASE-RXN_xrefs_PHENYLALANINE-2-MONOOXYGENASE-RXN__	PHENYLALANINE-2-MONOOXYGENASE-RXN_xrefs	PHENYLALANINE-2-MONOOXYGENASE-RXN		
RXN-7567_xrefs_RXN-7567__	RXN-7567_xrefs	RXN-7567		
PHOSPHOLIPASE-A2-RXN_xrefs_PHOSPHOLIPASE-A2-RXN__	PHOSPHOLIPASE-A2-RXN_xrefs	PHOSPHOLIPASE-A2-RXN		
RXN-14227_xrefs_RXN-14227__	RXN-14227_xrefs	RXN-14227		
RXN-7933_xrefs_RXN-7933__	RXN-7933_xrefs	RXN-7933		
TRANS-2-ENOYL-COA-REDUCTASE-NAD+-RXN_xrefs_TRANS-2-ENOYL-COA-REDUCTASE-NAD+-RXN__	TRANS-2-ENOYL-COA-REDUCTASE-NAD+-RXN_xrefs	TRANS-2-ENOYL-COA-REDUCTASE-NAD+-RXN		
NICOTINATEPRIBOSYLTRANS-RXN_xrefs_NICOTINATEPRIBOSYLTRANS-RXN__	NICOTINATEPRIBOSYLTRANS-RXN_xrefs	NICOTINATEPRIBOSYLTRANS-RXN		
3.1.4.17-RXN_xrefs_3.1.4.17-RXN__	3.1.4.17-RXN_xrefs	3.1.4.17-RXN		
NQOR-RXN_xrefs_NQOR-RXN__	NQOR-RXN_xrefs	NQOR-RXN		
RXN-10693_xrefs_RXN-10693__	RXN-10693_xrefs	RXN-10693		
HYPOXANPRIBOSYLTRAN-RXN_xrefs_HYPOXANPRIBOSYLTRAN-RXN__	HYPOXANPRIBOSYLTRAN-RXN_xrefs	HYPOXANPRIBOSYLTRAN-RXN		
3.1.1.73-RXN_xrefs_3.1.1.73-RXN__	3.1.1.73-RXN_xrefs	3.1.1.73-RXN		
RXN-1241_xrefs_RXN-1241__	RXN-1241_xrefs	RXN-1241		
LANOSTEROL-SYNTHASE-RXN_xrefs_LANOSTEROL-SYNTHASE-RXN__	LANOSTEROL-SYNTHASE-RXN_xrefs	LANOSTEROL-SYNTHASE-RXN		
RXN-7834_xrefs_RXN-7834__	RXN-7834_xrefs	RXN-7834		
GLUTCYSLIG-RXN_xrefs_GLUTCYSLIG-RXN__	GLUTCYSLIG-RXN_xrefs	GLUTCYSLIG-RXN		
RXN-13565_xrefs_RXN-13565__	RXN-13565_xrefs	RXN-13565		
RXN-7698_xrefs_RXN-7698__	RXN-7698_xrefs	RXN-7698		
RIBULP3EPIM-RXN_xrefs_RIBULP3EPIM-RXN__	RIBULP3EPIM-RXN_xrefs	RIBULP3EPIM-RXN		
ISOLEUCINE--TRNA-LIGASE-RXN_xrefs_ISOLEUCINE--TRNA-LIGASE-RXN__	ISOLEUCINE--TRNA-LIGASE-RXN_xrefs	ISOLEUCINE--TRNA-LIGASE-RXN		
RXN-3521_xrefs_RXN-3521__	RXN-3521_xrefs	RXN-3521		
ALDEHYDE-OXIDASE-RXN_xrefs_ALDEHYDE-OXIDASE-RXN__	ALDEHYDE-OXIDASE-RXN_xrefs	ALDEHYDE-OXIDASE-RXN		
PYROGLUTAMYL-PEPTIDASE-I-RXN_xrefs_PYROGLUTAMYL-PEPTIDASE-I-RXN__	PYROGLUTAMYL-PEPTIDASE-I-RXN_xrefs	PYROGLUTAMYL-PEPTIDASE-I-RXN		
PHOSGLYPHOS-RXN_xrefs_PHOSGLYPHOS-RXN__	PHOSGLYPHOS-RXN_xrefs	PHOSGLYPHOS-RXN		
RXN-13866_xrefs_RXN-13866__	RXN-13866_xrefs	RXN-13866		
UDPREDUCT-RXN_xrefs_UDPREDUCT-RXN__	UDPREDUCT-RXN_xrefs	UDPREDUCT-RXN		
RXN-6269_xrefs_RXN-6269__	RXN-6269_xrefs	RXN-6269		
RXN-11501_xrefs_RXN-11501__	RXN-11501_xrefs	RXN-11501		
RXN-11521_xrefs_RXN-11521__	RXN-11521_xrefs	RXN-11521		
RXN-7798_xrefs_RXN-7798__	RXN-7798_xrefs	RXN-7798		
RXN-6161_xrefs_RXN-6161__	RXN-6161_xrefs	RXN-6161		
RXN0-384_xrefs_RXN0-384__	RXN0-384_xrefs	RXN0-384		
1.5.1.9-RXN_xrefs_1.5.1.9-RXN__	1.5.1.9-RXN_xrefs	1.5.1.9-RXN		
RXN3DJ-11230_xrefs_RXN3DJ-11230__	RXN3DJ-11230_xrefs	RXN3DJ-11230		
GALACTOSIDE-3-FUCOSYLTRANSFERASE-RXN_xrefs_GALACTOSIDE-3-FUCOSYLTRANSFERASE-RXN__	GALACTOSIDE-3-FUCOSYLTRANSFERASE-RXN_xrefs	GALACTOSIDE-3-FUCOSYLTRANSFERASE-RXN		
3.1.1.78-RXN_xrefs_3.1.1.78-RXN__	3.1.1.78-RXN_xrefs	3.1.1.78-RXN		
6.3.2.25-RXN_xrefs_6.3.2.25-RXN__	6.3.2.25-RXN_xrefs	6.3.2.25-RXN		
RXN-14073_xrefs_RXN-14073__	RXN-14073_xrefs	RXN-14073		
DOLICHYLDIPHOSPHATASE-RXN_xrefs_DOLICHYLDIPHOSPHATASE-RXN__	DOLICHYLDIPHOSPHATASE-RXN_xrefs	DOLICHYLDIPHOSPHATASE-RXN		
RXN-14117_xrefs_RXN-14117__	RXN-14117_xrefs	RXN-14117		
RXN-6883_xrefs_RXN-6883__	RXN-6883_xrefs	RXN-6883		
RXN-1321_xrefs_RXN-1321__	RXN-1321_xrefs	RXN-1321		
RXN0-884_xrefs_RXN0-884__	RXN0-884_xrefs	RXN0-884		
RXN-8503_xrefs_RXN-8503__	RXN-8503_xrefs	RXN-8503		
+-NEOMENTHOL-DEHYDROGENASE-RXN_xrefs_+-NEOMENTHOL-DEHYDROGENASE-RXN__	+-NEOMENTHOL-DEHYDROGENASE-RXN_xrefs	+-NEOMENTHOL-DEHYDROGENASE-RXN		
RXN-11623_xrefs_RXN-11623__	RXN-11623_xrefs	RXN-11623		
XANTHINE-OXIDASE-RXN_xrefs_XANTHINE-OXIDASE-RXN__	XANTHINE-OXIDASE-RXN_xrefs	XANTHINE-OXIDASE-RXN		
UDP-GLUCOSE-46-DEHYDRATASE-RXN_xrefs_UDP-GLUCOSE-46-DEHYDRATASE-RXN__	UDP-GLUCOSE-46-DEHYDRATASE-RXN_xrefs	UDP-GLUCOSE-46-DEHYDRATASE-RXN		
3-OXOACYL-ACP-REDUCT-RXN_xrefs_3-OXOACYL-ACP-REDUCT-RXN__	3-OXOACYL-ACP-REDUCT-RXN_xrefs	3-OXOACYL-ACP-REDUCT-RXN		
2.6.1.57-RXN_xrefs_2.6.1.57-RXN__	2.6.1.57-RXN_xrefs	2.6.1.57-RXN		
3.1.4.11-RXN_xrefs_3.1.4.11-RXN__	3.1.4.11-RXN_xrefs	3.1.4.11-RXN		
3.4.21.89-RXN_xrefs_3.4.21.89-RXN__	3.4.21.89-RXN_xrefs	3.4.21.89-RXN		
ALDEHYDE-DEHYDROGENASE-NADP+-RXN_xrefs_ALDEHYDE-DEHYDROGENASE-NADP+-RXN__	ALDEHYDE-DEHYDROGENASE-NADP+-RXN_xrefs	ALDEHYDE-DEHYDROGENASE-NADP+-RXN		
RXN-14223_xrefs_RXN-14223__	RXN-14223_xrefs	RXN-14223		
PYRIDOXKIN-RXN_xrefs_PYRIDOXKIN-RXN__	PYRIDOXKIN-RXN_xrefs	PYRIDOXKIN-RXN		
POLYAMINE-OXIDASE-RXN_xrefs_POLYAMINE-OXIDASE-RXN__	POLYAMINE-OXIDASE-RXN_xrefs	POLYAMINE-OXIDASE-RXN		
3-SULFINOALANINE-AMINOTRANSFERASE-RXN_xrefs_3-SULFINOALANINE-AMINOTRANSFERASE-RXN__	3-SULFINOALANINE-AMINOTRANSFERASE-RXN_xrefs	3-SULFINOALANINE-AMINOTRANSFERASE-RXN		
RXN-14280_xrefs_RXN-14280__	RXN-14280_xrefs	RXN-14280		
3.1.13.4-RXN_xrefs_3.1.13.4-RXN__	3.1.13.4-RXN_xrefs	3.1.13.4-RXN		
RXN-14728_xrefs_RXN-14728__	RXN-14728_xrefs	RXN-14728		
ALDEHYDE-REDUCTASE-RXN_xrefs_ALDEHYDE-REDUCTASE-RXN__	ALDEHYDE-REDUCTASE-RXN_xrefs	ALDEHYDE-REDUCTASE-RXN		
CDPDIGLYSYN-RXN_xrefs_CDPDIGLYSYN-RXN__	CDPDIGLYSYN-RXN_xrefs	CDPDIGLYSYN-RXN		
RXN3DJ-25_xrefs_RXN3DJ-25__	RXN3DJ-25_xrefs	RXN3DJ-25		
MALATE--COA-LIGASE-RXN_xrefs_MALATE--COA-LIGASE-RXN__	MALATE--COA-LIGASE-RXN_xrefs	MALATE--COA-LIGASE-RXN		
RXN-11520_xrefs_RXN-11520__	RXN-11520_xrefs	RXN-11520		
RXN-9772_xrefs_RXN-9772__	RXN-9772_xrefs	RXN-9772		
FUCPALDOL-RXN_xrefs_FUCPALDOL-RXN__	FUCPALDOL-RXN_xrefs	FUCPALDOL-RXN		
GTPPYPHOSKIN-RXN_xrefs_GTPPYPHOSKIN-RXN__	GTPPYPHOSKIN-RXN_xrefs	GTPPYPHOSKIN-RXN		
METHYLASPARTATE-AMMONIA-LYASE-RXN_xrefs_METHYLASPARTATE-AMMONIA-LYASE-RXN__	METHYLASPARTATE-AMMONIA-LYASE-RXN_xrefs	METHYLASPARTATE-AMMONIA-LYASE-RXN		
RXN-4606_xrefs_RXN-4606__	RXN-4606_xrefs	RXN-4606		
ADENYL-KIN-RXN_xrefs_ADENYL-KIN-RXN__	ADENYL-KIN-RXN_xrefs	ADENYL-KIN-RXN		
H2PTEROATESYNTH-RXN_xrefs_H2PTEROATESYNTH-RXN__	H2PTEROATESYNTH-RXN_xrefs	H2PTEROATESYNTH-RXN		
2.7.8.11-RXN_xrefs_2.7.8.11-RXN__	2.7.8.11-RXN_xrefs	2.7.8.11-RXN		
UBIQUITIN--PROTEIN-LIGASE-RXN_xrefs_UBIQUITIN--PROTEIN-LIGASE-RXN__	UBIQUITIN--PROTEIN-LIGASE-RXN_xrefs	UBIQUITIN--PROTEIN-LIGASE-RXN		
L-AMINO-ACID-OXIDASE-RXN_xrefs_L-AMINO-ACID-OXIDASE-RXN__	L-AMINO-ACID-OXIDASE-RXN_xrefs	L-AMINO-ACID-OXIDASE-RXN		
CYCLOEUCALENOL-CYCLOISOMERASE-RXN_xrefs_CYCLOEUCALENOL-CYCLOISOMERASE-RXN__	CYCLOEUCALENOL-CYCLOISOMERASE-RXN_xrefs	CYCLOEUCALENOL-CYCLOISOMERASE-RXN		
STEROL-GLUCOSYLTRANSFERASE-RXN_xrefs_STEROL-GLUCOSYLTRANSFERASE-RXN__	STEROL-GLUCOSYLTRANSFERASE-RXN_xrefs	STEROL-GLUCOSYLTRANSFERASE-RXN		
RXN-13218_xrefs_RXN-13218__	RXN-13218_xrefs	RXN-13218		
RXN-10089_xrefs_RXN-10089__	RXN-10089_xrefs	RXN-10089		
RXN3O-1380_xrefs_RXN3O-1380__	RXN3O-1380_xrefs	RXN3O-1380		
PHENYLPYRUVATE-TAUTOMERASE-RXN_xrefs_PHENYLPYRUVATE-TAUTOMERASE-RXN__	PHENYLPYRUVATE-TAUTOMERASE-RXN_xrefs	PHENYLPYRUVATE-TAUTOMERASE-RXN		
2.4.1.111-RXN_xrefs_2.4.1.111-RXN__	2.4.1.111-RXN_xrefs	2.4.1.111-RXN		
RXN0-302_xrefs_RXN0-302__	RXN0-302_xrefs	RXN0-302		
THRESYN-RXN_xrefs_THRESYN-RXN__	THRESYN-RXN_xrefs	THRESYN-RXN		
4.2.1.107-RXN_xrefs_4.2.1.107-RXN__	4.2.1.107-RXN_xrefs	4.2.1.107-RXN		
3.4.14.2-RXN_xrefs_3.4.14.2-RXN__	3.4.14.2-RXN_xrefs	3.4.14.2-RXN		
PRTRANS-RXN_xrefs_PRTRANS-RXN__	PRTRANS-RXN_xrefs	PRTRANS-RXN		
4.1.3.17-RXN_xrefs_4.1.3.17-RXN__	4.1.3.17-RXN_xrefs	4.1.3.17-RXN		
URACIL-PRIBOSYLTRANS-RXN_xrefs_URACIL-PRIBOSYLTRANS-RXN__	URACIL-PRIBOSYLTRANS-RXN_xrefs	URACIL-PRIBOSYLTRANS-RXN		
PSERPHOSPHA-RXN_xrefs_PSERPHOSPHA-RXN__	PSERPHOSPHA-RXN_xrefs	PSERPHOSPHA-RXN		
1.3.7.4-RXN_xrefs_1.3.7.4-RXN__	1.3.7.4-RXN_xrefs	1.3.7.4-RXN		
METHYLACYLYLCOA-HYDROXY-RXN_xrefs_METHYLACYLYLCOA-HYDROXY-RXN__	METHYLACYLYLCOA-HYDROXY-RXN_xrefs	METHYLACYLYLCOA-HYDROXY-RXN		
DIMETHYLGLYCINE-OXIDASE-RXN_xrefs_DIMETHYLGLYCINE-OXIDASE-RXN__	DIMETHYLGLYCINE-OXIDASE-RXN_xrefs	DIMETHYLGLYCINE-OXIDASE-RXN		
SUCROSE-PHOSPHATASE-RXN_xrefs_SUCROSE-PHOSPHATASE-RXN__	SUCROSE-PHOSPHATASE-RXN_xrefs	SUCROSE-PHOSPHATASE-RXN		
3.1.22.4-RXN_xrefs_3.1.22.4-RXN__	3.1.22.4-RXN_xrefs	3.1.22.4-RXN		
3.2.1.113-RXN_xrefs_3.2.1.113-RXN__	3.2.1.113-RXN_xrefs	3.2.1.113-RXN		
NADPH-DEHYDROGENASE-RXN_xrefs_NADPH-DEHYDROGENASE-RXN__	NADPH-DEHYDROGENASE-RXN_xrefs	NADPH-DEHYDROGENASE-RXN		
RXN-7687_xrefs_RXN-7687__	RXN-7687_xrefs	RXN-7687		
RXN-12758_xrefs_RXN-12758__	RXN-12758_xrefs	RXN-12758		
N-ACETYLTRANSFER-RXN_xrefs_N-ACETYLTRANSFER-RXN__	N-ACETYLTRANSFER-RXN_xrefs	N-ACETYLTRANSFER-RXN		
MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN_xrefs_MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN__	MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN_xrefs	MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN		
3.5.5.1-RXN_xrefs_3.5.5.1-RXN__	3.5.5.1-RXN_xrefs	3.5.5.1-RXN		
GLUCOKIN-RXN_xrefs_GLUCOKIN-RXN__	GLUCOKIN-RXN_xrefs	GLUCOKIN-RXN		
RXN-8000_xrefs_RXN-8000__	RXN-8000_xrefs	RXN-8000		
GLYOXYLATE-REDUCTASE-NADP+-RXN_xrefs_GLYOXYLATE-REDUCTASE-NADP+-RXN__	GLYOXYLATE-REDUCTASE-NADP+-RXN_xrefs	GLYOXYLATE-REDUCTASE-NADP+-RXN		
RXN-8040_xrefs_RXN-8040__	RXN-8040_xrefs	RXN-8040		
CDPKIN-RXN_xrefs_CDPKIN-RXN__	CDPKIN-RXN_xrefs	CDPKIN-RXN		
RXN-13938_xrefs_RXN-13938__	RXN-13938_xrefs	RXN-13938		
RXN0-1602_xrefs_RXN0-1602__	RXN0-1602_xrefs	RXN0-1602		
RXN-111_xrefs_RXN-111__	RXN-111_xrefs	RXN-111		
3.4.21.27-RXN_xrefs_3.4.21.27-RXN__	3.4.21.27-RXN_xrefs	3.4.21.27-RXN		
PHOSMANMUT-RXN_xrefs_PHOSMANMUT-RXN__	PHOSMANMUT-RXN_xrefs	PHOSMANMUT-RXN		
RXN3O-458_xrefs_RXN3O-458__	RXN3O-458_xrefs	RXN3O-458		
RXN-10841_xrefs_RXN-10841__	RXN-10841_xrefs	RXN-10841		
RXN1F-160_xrefs_RXN1F-160__	RXN1F-160_xrefs	RXN1F-160		
